,index,hrefid,numberofreviews,new,pricerange,neighbor1,neighbor2,neighbor3,neighbor4,neighbor5,address,category1,category2,category3,category4,category5,firstreviewdate
164,2797,/biz/boston-market-new-york-5,13,,$$,Washington Heights,,,,,"3781 Broadway
New York, NY 10032",American (Traditional),Sandwiches,,,,2016-02-11
165,2741,/biz/boucherie-new-york-2,159,,$$$,West Village,,,,,"99 7th Ave S
New York, NY 10014",French,Cocktail Bars,Steakhouses,,,2016-12-08
166,2506,/biz/boule-and-cherie-new-york,47,,$,Upper West Side,,,,,"170 Amsterdam Ave
New York, NY 10023",Coffee & Tea,Cafes,Breakfast & Brunch,,,2015-12-09
167,4084,/biz/bowllin-new-york,62,,$$,Greenwich Village,,,,,"27 Waverly Pl
New  York, NY 10003",Korean,Asian Fusion,Poke,,,2015-11-14
168,4904,/biz/bravo-pizza-new-york-14,19,,$,Chelsea,Midtown West,,,,"360 7th Ave
New York, NY 10001",Pizza,Salad,,,,2017-02-14
169,2369,/biz/breads-bakery-bryant-park-kiosk-new-york,26,,$,Midtown West,,,,,"42ND St And Sixth Ave
New York, NY 10036",Bakeries,Coffee & Tea,Sandwiches,,,2015-08-03
170,2847,/biz/broadway-burger-new-york,16,,$$,Midtown West,,,,,"1369 Broadway
New York, NY 10018",American (New),Burgers,Kosher,,,2017-02-03
171,4568,/biz/brodo-new-york-2,3,,$,West Village,,,,,"496 Hudson St
New York, NY 10014",Soup,,,,,2016-12-17
172,3010,/biz/brodys-bagels-new-york-4,29,,$,Financial District,,,,,"125 Fulton St
New York, NY 10038",Bagels,Salad,Breakfast & Brunch,,,2017-01-14
173,3070,/biz/brooklyn-ball-factory-new-york-3,18,,$$,Theater District,Hell's Kitchen,Midtown West,,,"729 8th Ave
New York, NY 10036",Coffee & Tea,Japanese,,,,2017-01-15
174,6222,/biz/brooklyn-roasting-company-new-york,128,,$,Flatiron,,,,,"50 W 23rd St
New York, NY 10010",Coffee & Tea,Sandwiches,Coffee Roasteries,,,2015-05-19
175,3750,/biz/brown-sugar-restaurant-new-york,27,,$$,Inwood,,,,,"5060 Broadway
New York, NY 10034",Cuban,Cocktail Bars,,,,2016-10-22
176,2755,/biz/browns-bagels-new-york,62,,$$,Midtown West,,,,,"132 W 31st St
New York, NY 10001",Bagels,Sandwiches,Coffee & Tea,,,2016-07-09
177,7112,/biz/bruno-pizza-new-york,159,,$$,East Village,,,,,"204 E 13th St
New York, NY 10003",Pizza,American (New),,,,2015-07-23
178,2886,/biz/bubble-bar-new-york,51,,$,West Village,,,,,"204 W 14th St
New York, NY 10011",Desserts,Coffee & Tea,Waffles,,,2017-02-11
179,4431,/biz/bubble-tea-and-crepes-new-york-2,82,,$,Flatiron,,,,,"251 5th Ave
New York, NY 10016",Bubble Tea,Coffee & Tea,Creperies,,,2015-12-01
180,2526,/biz/buffalo-boss-new-york-2,51,,$$,Harlem,,,,,"17 W 125th St
New York, NY 10027",Chicken Wings,Salad,American (Traditional),,,2015-09-10
181,7205,/biz/buffalo-wild-wings-new-york-2,140,,$$,Harlem,,,,,"2319 Frederick Douglass Blvd
New York, NY 10027",Chicken Wings,Sports Bars,American (Traditional),,,2015-07-27
182,2754,/biz/buns-bar-new-york,102,,$$,Chelsea,,,,,"263 W 19th St
New York, NY 10011",Bars,Burgers,Sandwiches,,,2016-06-09
183,4242,/biz/burger-heights-new-york-3,57,,$$,Washington Heights,,,,,"79 Audubon Ave
New York, NY 10032",Burgers,Ice Cream & Frozen Yogurt,Hot Dogs,,,2016-11-20
184,2835,/biz/burger-inc-nyc-new-york,32,,$$,Meatpacking District,Chelsea,West Village,,,"353 W 14th St
New York, NY 10014",Burgers,American (Traditional),,,,2016-09-12
185,6041,/biz/burgers-by-honest-chops-new-york-4,141,,$$,Greenwich Village,,,,,"99 Macdougal St
New York, NY 10012",Halal,Burgers,Fast Food,,,2016-04-28
186,3203,/biz/burp-bowl-cafe-new-york-6,81,,$,Kips Bay,Flatiron,,,,"134 E 27th St
New York, NY 10010",Japanese,Chinese,Noodles,,,2016-01-21
187,5953,/biz/burritos-y-mas-ny-tex-mex-new-york,71,,$,East Harlem,,,,,"1571 Lexington Ave
New York, NY 10029",Tex-Mex,Mexican,,,,2016-04-24
188,6712,/biz/by-chloe-flatiron-new-york,388,,$$,Flatiron,,,,,"60 W 22nd St
New York, NY 10010",Vegan,Salad,Burgers,,,2016-06-23
189,7227,/biz/by-chloe-new-york-11,1263,,$$,Greenwich Village,,,,,"185 Bleecker St
New York, NY 10012",Vegan,Burgers,Ice Cream & Frozen Yogurt,,,2015-07-28
190,4520,/biz/by-chloe-soho-new-york,115,,$$,SoHo,,,,,"240 Lafayette St
New York, NY 10012",Ice Cream & Frozen Yogurt,Vegan,Burgers,,,2016-12-15
191,7387,/biz/by-suzette-new-york-3,120,,$,Hell's Kitchen,Midtown West,,,,"494 8th Ave
New York, NY 10001",French,Creperies,Fast Food,,,2015-08-17
192,2644,/biz/by-suzette-new-york-5,14,,$,Hell's Kitchen,Midtown West,,,,"1000 8th Ave
New York, NY 10019",Creperies,French,Breakfast & Brunch,,,2016-12-03
193,2402,/biz/by-the-way-bakery-new-york-2,46,,$,Upper East Side,,,,,"1236 Lexington Ave
New York, NY 10028",Gluten-Free,Bakeries,Kosher,,,2015-11-04
194,5085,/biz/caf%C3%A9-altro-paradiso-new-york-2,81,,$$$,South Village,,,,,"234 Spring St
New York, NY 10013",Italian,,,,,2016-02-23
195,7997,/biz/caf%C3%A9-henrie-new-york,105,,$$,Lower East Side,,,,,"116 Forsyth St
New York, NY 10002",Cafes,Breakfast & Brunch,French,,,2015-09-26
196,6710,/biz/caf%C3%A9-medi-new-york,86,,$$,Lower East Side,,,,,"107 Rivington St
New York, NY 10002",Mediterranean,Cafes,,,,2016-06-23
197,6343,/biz/cafe-53-new-york,27,,$$,Theater District,Midtown West,,,,"1301 Ave Of The Americas
New York, NY 10019",Delis,Cafes,,,,2016-05-25
198,2549,/biz/cafe-55-new-york-2,9,,$$,Financial District,,,,,"55 Water St
New York, NY 10041",Cafes,,,,,2015-08-11
199,2863,/biz/cafe-americano-new-york,18,,$$$$,Upper East Side,,,,,"964 Lexington Ave
New York, NY 10021",Coffee & Tea,Breakfast & Brunch,Cocktail Bars,,,2017-01-06
200,5877,/biz/cafe-arte-new-york,18,,$$,Financial District,,,,,"20 Pine St
New York, NY 10005",Donuts,Coffee & Tea,Salad,,,2015-04-21
201,2732,/biz/cafe-arte-new-york-2,14,,$,Financial District,,,,,"74 Pearl St
New York, NY 10004",Breakfast & Brunch,Korean,Coffee & Tea,,,2016-03-08
202,6022,/biz/cafe-arte-new-york-3,17,,$,Financial District,,,,,"75 Wall St
New York, NY 10005",Breakfast & Brunch,Sandwiches,Korean,,,2016-04-27
203,6039,/biz/cafe-bari-new-york-4,21,,$,Midtown West,,,,,"1033 Ave Of The Americas
New York, NY 10018",Cafes,Bakeries,Coffee & Tea,,,2016-04-28
204,2623,/biz/cafe-bee-new-york,44,,$$,Upper West Side,,,,,"239 W 72nd St
New York, NY 10023",Cafes,Breakfast & Brunch,Salad,,,2016-11-02
205,7005,/biz/cafe-gusto-new-york-2,7,,$,Chinatown,Civic Center,,,,"111 Worth St
New York, NY 10013",Mediterranean,American (New),Sandwiches,,,2015-07-18
206,4794,/biz/cafe-lafayette-new-york-3,3,,$$,Chinatown,,,,,"80 Lafayette Ave
New York, NY 10013",Breakfast & Brunch,Bagels,Sandwiches,,,2016-12-28
207,3008,/biz/cafe-manna-new-york,11,,$,Union Square,Flatiron,,,,"20 E 16th St
New York, NY 10003",Sandwiches,Juice Bars & Smoothies,Breakfast & Brunch,,,2017-01-14
208,5711,/biz/cafe-olympia-new-york-2,49,,$,Midtown East,,,,,"664 Lexington Ave
New York, NY 10022",Delis,,,,,2015-04-13
209,3372,/biz/cafe-patoro-new-york,83,,$,South Street Seaport,,,,,"223 Front St
New York, NY 10038",Bakeries,Brazilian,Coffee & Tea,,,2016-01-28
210,3101,/biz/caff%C3%A9-bene-new-york-33,19,,$,Chelsea,Midtown West,,,,"397 8th Ave
New York, NY 10001",Coffee & Tea,Sandwiches,Desserts,,,2017-01-16
211,7006,/biz/caff%C3%A9bene-new-york-17,24,,$$,Chelsea,,,,,"300 W 17th St
New York, NY 10011",Coffee & Tea,Desserts,Sandwiches,,,2015-07-18
212,2654,/biz/caffe-bene-3rd-ave-new-york-2,9,,$$,Midtown East,Murray Hill,,,,"596 3rd Ave
New York, NY 10016",Sandwiches,Bubble Tea,Coffee Roasteries,,,2016-08-04
213,4298,/biz/caffe-bene-new-york-18,79,,$,East Village,Alphabet City,,,,"208 Ave A
New York, NY 10009",Coffee & Tea,Waffles,Sandwiches,,,2015-11-23
214,5903,/biz/caffe-bene-new-york-36,83,,$,East Village,Greenwich Village,,,,"816 Broadway
New York, NY 10003",Coffee & Tea,Sandwiches,,,,2015-04-22
215,2815,/biz/caledonia-uws-new-york,36,,$$,Upper West Side,,,,,"424 Amsterdam Ave
New York, NY 10024",Cocktail Bars,Whiskey Bars,American (Traditional),,,2016-11-11
216,3574,/biz/calexico-new-york-5,280,,$$,Yorkville,Upper East Side,,,,"1491 2nd Ave
New York, NY 10075",Mexican,Breakfast & Brunch,,,,2015-10-15
217,2602,/biz/canal-street-market-new-york,52,,$$,SoHo,Chinatown,,,,"265 Canal St
New York, NY 10013",Flea Markets,Food Court,,,,2016-12-01
218,5393,/biz/capri-ristorante-new-york-2,126,,$$,Little Italy,,,,,"145 Mulberry St
New York, NY 10012",Italian,Seafood,Mediterranean,,,2016-03-19
219,5778,/biz/captain-cafe-new-york-2,34,,$,Midtown East,,,,,"18 E 33th St
New York, NY 10016",Cafes,Diners,Turkish,,,2015-04-16
220,5442,/biz/carma-asian-tapas-new-york,283,,$$,West Village,,,,,"38-40 Carmine St
New York, NY 10014",Tapas/Small Plates,Asian Fusion,Dim Sum,,,2015-03-21
221,2641,/biz/carma-east-new-york-2,91,,$$,East Village,Alphabet City,,,,"507 E 6th St
New York, NY 10009",Bars,Dim Sum,Taiwanese,,,2016-10-03
222,2826,/biz/carnegie-cup-cafe-new-york-2,11,,$,Upper East Side,,,,,"1080 Park Ave
New York, NY 10128",Cafes,Coffee & Tea,Bakeries,,,2016-04-12
223,2525,/biz/carraghers-pub-and-restaurant-new-york,99,,$$,Midtown West,,,,,"228 W 39th St
New York, NY 10018",Pubs,Sports Bars,British,,,2015-08-10
224,5929,/biz/casa-agave-new-york-2,338,,$$,Theater District,Hell's Kitchen,Midtown West,,,"693 9th Ave
New York, NY 10036",Bars,Mexican,,,,2015-04-23
225,7229,/biz/casa-apicii-new-york,88,,$$$,Greenwich Village,,,,,"62 W 9th St
New York, NY 10011",Italian,,,,,2016-07-28
226,7275,/biz/casa-neta-new-york,47,,$$,Flatiron,,,,,"40 E 20th St
New York, NY 10003",Mexican,Lounges,,,,2016-07-30
227,2854,/biz/casa-pizza-and-restaurant-new-york-5,29,,$,Yorkville,Upper East Side,,,,"1427 3rd Ave
New York, NY 10028",Pizza,Italian,,,,2017-02-04
228,5864,/biz/casa-toscana-new-york-city,33,,$$,Upper West Side,,,,,"1000 8th Ave
New York City, NY 10019",Tuscan,Coffee & Tea,Cafes,,,2016-04-20
229,3798,/biz/cea-lo-cafe-new-york,5,,$$,Harlem,,,,,"2496 7th Ave
New York, NY 10030",Southern,Soul Food,Seafood,,,2015-10-24
230,4087,/biz/chaan-teng-new-york,97,,$$,Theater District,Hell's Kitchen,Midtown West,,,"698 9th Ave
New York, NY 10036",Chinese,,,,,2016-11-14
231,7712,/biz/chaiwali-harlem-manhattan,167,,$$,Harlem,,,,,"274 Lenox Ave
Manhattan, NY 10027",Indian,Breakfast & Brunch,Vegan,,,2015-09-13
232,2725,/biz/chalait-new-york-5,24,,$,Meatpacking District,Chelsea,,,,"75 9th Ave
New York, NY 10011",Breakfast & Brunch,Bakeries,Cafes,,,2016-12-07
233,2810,/biz/chalait-new-york-8,64,,$$,Flatiron,Midtown West,,,,"1216 Broadway
New York, NY 10001",Coffee & Tea,Breakfast & Brunch,Tea Rooms,,,2016-08-11
234,2885,/biz/charles-pan-fried-chicken-restaurant-new-york,30,,$$,Harlem,,,,,"2461 Frederick Douglass Blvd
New York, NY 10027",Southern,Chicken Shop,Soul Food,,,2017-02-11
235,2474,/biz/charlie-palmer-at-the-knick-new-york-2,33,,$$$,Theater District,Midtown West,,,,"6 Times Square
New York, NY 10037",American (New),Steakhouses,,,,2015-04-08
236,2867,/biz/chawlas-2-new-york,46,,$$,Gramercy,,,,,"216 3rd Ave
New York, NY 10003",Indian,,,,,2017-01-08
237,2382,/biz/chazz-palminteri-italian-restaurant-new-york,92,,$$$,Midtown West,,,,,"30 West 46th St
New York, NY 10019",Italian,,,,,2015-11-03
238,4349,/biz/checkers-new-york-73,4,,$,Harlem,,,,,"291 Saint Nicholas Ave
New York, NY 10027",Fast Food,Burgers,,,,2016-11-27
239,2443,/biz/chef-eddie-gs-kitchen-new-york-2,95,,$$,East Harlem,,,,,"1664 Park Avenue
New York, NY 10035",Tapas/Small Plates,Steakhouses,,,,2015-12-06
240,4596,/biz/chef-street-new-york-5,26,,$$,Midtown West,,,,,"151 West 34th St
New York, NY 10001",Food Court,Burgers,Chicken Wings,,,2015-12-18
241,7248,/biz/chelsea-bagel-of-tudor-city-new-york,44,,$,Midtown East,,,,,"800 2nd Ave
New York, NY 10017",Bagels,Cafes,,,,2015-07-29
242,2637,/biz/chelsea-thai-new-york-2,14,,$$,Meatpacking District,Chelsea,,,,"88 10th Ave
New York, NY 10011",Thai,,,,,2016-09-03
243,2682,/biz/chens-buffet-bar-new-york,18,,$,Financial District,,,,,"32 Cedar St
New York, NY 10038",Chinese,,,,,2016-12-05
244,6846,/biz/chez-alain-new-york,28,,$$,Harlem,,,,,"2046 Adam Clayton Powell Jr Blvd
New York, NY 10027",Senegalese,,,,,2015-06-29
245,2822,/biz/chi-dumpling-and-noodle-new-york,20,,$$,Midtown West,,,,,"1 W 59th St
New York, NY 10019",Noodles,,,,,2016-03-12
246,2335,/biz/chick-fil-a-new-york-6,432,,$,Midtown West,,,,,"1000 Avenue Of The Americas
New York, NY 10018",Fast Food,Caterers,,,,2015-10-01
247,2611,/biz/chick-fil-a-new-york-9,133,,$,Theater District,Midtown West,,,,"1180 Avenue Of The Americas
New York, NY 10036",Fast Food,Caterers,,,,2016-04-02
248,3886,/biz/chimichurri-grill-east-new-york-3,20,,$$$,Upper East Side,,,,,"133 E 61st St
New York, NY 10065",Steakhouses,Argentine,Latin American,,,2016-10-27
249,5672,/biz/china-xiang-new-york-3,216,,$$,Theater District,Hell's Kitchen,Midtown West,,,"360 W 42nd Street
New York, NY 10036",Chinese,,,,,2016-03-31
250,4390,/biz/chinese-tuxedo-new-york-2,97,,$$$,Chinatown,Civic Center,,,,"5 Doyers St
New York, NY 10013",Chinese,Seafood,,,,2016-11-29
251,2630,/biz/chingu-new-korean-new-york,14,,$$,Flatiron,,,,,"1107 Broadway
New York, NY 10010",Korean,Comfort Food,Street Vendors,,,2016-05-03
252,6904,/biz/chipilo-new-york,19,,$$,Chinatown,Civic Center,,,,"48 Mulberry St
New York, NY 10013",Salad,Sandwiches,Coffee & Tea,,,2016-07-13
253,2326,/biz/chipotle-mexican-grill-new-york-72,29,,$,Midtown East,,,,,"906 Third Ave
New York, NY 10022",Mexican,Fast Food,,,,2015-05-01
254,6219,/biz/chipotle-mexican-grill-new-york-73,21,,$$,Battery Park,,,,,"325 S  End Ave
New York, NY 10280",Mexican,Fast Food,,,,2015-05-19
255,4282,/biz/chipotle-mexican-grill-new-york-77,19,,$$,Stuyvesant Town,,,,,"286 First Ave
New York, NY 10009",Mexican,Fast Food,,,,2015-11-22
256,4755,/biz/chipotle-mexican-grill-new-york-78,17,,$$,Manhattan Valley,,,,,"805 COLUMBUS AVENUE
New York, NY 10025",Mexican,Fast Food,,,,2015-12-26
257,6325,/biz/chipotle-mexican-grill-new-york-80,14,,$$,Chinatown,,,,,"404 Broadway
New York, NY 10013",Fast Food,Mexican,,,,2016-05-24
258,2759,/biz/chipotle-mexican-grill-new-york-81,12,,$$,Midtown East,,,,,"150 E 44th St
New York, NY 10017",Mexican,Fast Food,,,,2016-09-09
259,2671,/biz/chipotle-mexican-grill-new-york-82,10,,$$,Midtown West,,,,,"1400 Broadway
New York, NY 10018",Fast Food,Mexican,,,,2016-07-05
260,7224,/biz/chirping-chicken-new-york-10,40,,$$,Manhattan Valley,,,,,"940 Columbus Ave
New York, NY 10025",American (Traditional),Fast Food,,,,2015-07-28
261,2804,/biz/chirping-chicken-new-york-11,44,,$$,Yorkville,Upper East Side,,,,"1560 2nd Ave
New York, NY 10028",Chicken Wings,Steakhouses,Sandwiches,,,2016-05-11
262,5539,/biz/chirping-chicken-new-york-12,116,,$,Theater District,Hell's Kitchen,Midtown West,,,"587 9th Ave
New York, NY 10036",Chicken Wings,Chicken Shop,Salad,,,2016-03-25
263,3597,/biz/chobani-tribeca-new-york,13,,$$,Financial District,,,,,"255 Greenwich St
New York, NY 10007",Cafes,Acai Bowls,,,,2016-10-16
264,2649,/biz/chochin-new-york-2,52,,$$,Yorkville,Upper East Side,,,,"310 E 93rd St
New York, NY 10128",Japanese,,,,,2016-05-04
265,5372,/biz/chocnyc-new-york,87,,$$,Inwood,,,,,"4996 Broadway
New York, NY 10034",Desserts,Bakeries,Cafes,,,2016-03-18
266,2516,/biz/chomp-chomp-new-york,140,,$$,West Village,,,,,"7 Cornelia St
New York, NY 10014",Singaporean,Desserts,Cocktail Bars,,,2015-05-10
267,3751,/biz/chong-qing-xiao-mian-new-york-2,131,,$$,Theater District,Hell's Kitchen,Midtown West,,,"796 9th Ave
New York, NY 10019",Noodles,,,,,2016-10-22
268,6985,/biz/chop-shop-ii-new-york-2,143,,$$,Flatiron,,,,,"41 W 24th St
New York, NY 10010",Chinese,Thai,Asian Fusion,,,2015-07-17
269,4718,/biz/chopstix-new-york,12,,$,Financial District,,,,,"1 Hanover Square
New York, NY 10004",Food Trucks,Chinese,,,,2015-12-23
270,2768,/biz/chopt-creative-salad-company-manhattan-3,23,,$$,Upper West Side,,,,,"341 Amsterdam Ave
Manhattan, NY 10023",Salad,Sandwiches,,,,2016-02-10
271,5063,/biz/chopt-creative-salad-company-new-york-19,33,,$$,East Village,,,,,"51 Astor Pl
New York, NY 10003",Salad,Sandwiches,,,,2016-02-22
272,6823,/biz/chopt-creative-salad-company-new-york-23,29,,$$,Theater District,Midtown West,,,,"1450 Broadway
New York, NY 10018",Salad,,,,,2016-06-28
273,5122,/biz/chouchou-new-york-2,36,,$$$,East Village,Alphabet City,,,,"215 E 4th St
New York, NY 10009",Moroccan,Mediterranean,,,,2017-02-24
274,2881,/biz/choza-taqueria-new-york-10,19,,$$,Financial District,,,,,"128 Greenwich St
New York, NY 10013",Mexican,Salad,,,,2017-01-11
275,2554,/biz/choza-taqueria-new-york-8,23,,$,Midtown East,Murray Hill,,,,"100 Park Ave
New York, NY 10017",Mexican,,,,,2015-12-11
276,2832,/biz/chuck-and-blade-new-york,60,,$$,Chelsea,,,,,"184 8th Ave
New York, NY 10011",Seafood,Steakhouses,American (Traditional),,,2016-07-12
277,3975,/biz/citizens-of-chelsea-new-york,192,,$$,Chelsea,,,,,"401 W 25th St
New York, NY 10001",Coffee & Tea,Breakfast & Brunch,Australian,,,2016-10-30
278,2410,/biz/city-kitchen-new-york,372,,$$,Theater District,Midtown West,,,,"700 8th Ave at 44th St
New York, NY 10036",Food Court,,,,,2015-03-05
279,4842,/biz/clancey-new-york,47,,$$,Lower East Side,,,,,"79 Clinton St
New York, NY 10002",American (New),Beer Bar,Breakfast & Brunch,,,2016-12-31
280,7645,/biz/claudio-pizzeria-new-york-2,27,,$,Chelsea,,,,,"334 8th Ave
New York, NY 10001",Pizza,Sicilian,,,,2016-08-29
281,2546,/biz/clove-indian-restaurant-and-bar-new-york,167,,$$,Harlem,,,,,"1592 Amsterdam Ave
New York, NY 10031",Indian,,,,,2015-06-11
282,4017,/biz/coarse-nyc-new-york,78,,$$$,Meatpacking District,West Village,,,,"306 W 13th St
New York, NY 10014",American (New),,,,,2016-11-10
283,2668,/biz/cocina-del-sur-new-york-2,49,,$$,Midtown West,,,,,"40 W 38th St
New York, NY 10018",Latin American,,,,,2016-05-05
284,2615,/biz/coco-and-cru-new-york,115,,$$,Greenwich Village,,,,,"643 Broadway
New York, NY 10012",Coffee & Tea,Sandwiches,Australian,,,2016-06-02
285,5064,/biz/cocoa-v-new-york-4,5,,$,Chelsea,,,,,"174 9th Ave
New York, NY 10011",Chocolatiers & Shops,Bakeries,Gluten-Free,,,2017-02-22
286,2766,/biz/coffee-berry-new-york,47,,$$,Upper West Side,,,,,"618 Amsterdam Ave
New York, NY 10024",Cafes,Kosher,Breakfast & Brunch,,,2016-01-10
287,4700,/biz/coffee-break-new-york,18,,$,Manhattan Valley,,,,,"929 Amsterdam Ave
New York, NY 10025",Bakeries,Breakfast & Brunch,Noodles,,,2015-12-22
288,2883,/biz/coffeemania-new-york-2,124,,$$,Theater District,Midtown West,,,,"1065 Ave Of The Americas
New York, NY 10018",American (New),Coffee & Tea,Breakfast & Brunch,,,2017-01-11
289,5486,/biz/columbia-gourmet-deli-new-york,11,,$,Washington Heights,,,,,"3905 Broadway
New York, NY 10032",Delis,Grocery,,,,2016-03-23
290,2794,/biz/come-prima-ristorante-new-york-2,53,,$$$,Upper East Side,,,,,"903 Madison Ave
New York, NY 10021",Bars,Italian,,,,2016-01-11
291,2828,/biz/confectionery-new-york,37,,$$,East Village,Alphabet City,,,,"440 E 9th St
New York, NY 10009",Chocolatiers & Shops,Vegan,,,,2016-05-12
292,6221,/biz/costas-south-american-arepas-new-york-2,96,,$,Midtown West,,,,,"30 W 35th St
New York, NY 10001",Latin American,,,,,2015-05-19
293,2573,/biz/court-street-grocers-laguardia-place-new-york,65,,$$,Greenwich Village,,,,,"540 Laguardia Pl
New York, NY 10012",Sandwiches,American (New),Breakfast & Brunch,,,2015-11-12
294,5374,/biz/covina-new-york-3,183,,$$$,Flatiron,,,,,"127 E 27th St
New York, NY 10016",American (New),Bars,Cafes,,,2016-03-18
295,2850,/biz/cozumel-tortilla-new-york,25,,$,Hell's Kitchen,Midtown West,,,,"877 10th Ave
New York, NY 10019",Mexican,,,,,2017-01-04
296,2381,/biz/cr%C3%AApe-caf%C3%A9-new-york-61,58,,$$,East Harlem,,,,,"1642 Lexington Ave
New York, NY 10029",Creperies,Cafes,Coffee & Tea,,,2015-11-03
297,4680,/biz/crave-fishbar-new-york-2,144,,$$$,Upper West Side,,,,,"428 Amsterdam Ave
New York, NY 10024",Seafood,,,,,2015-12-21
298,8057,/biz/creamline-new-york-3,175,,$$,Meatpacking District,Chelsea,,,,"75 9th Ave
New York, NY 10011",Burgers,American (Traditional),Sandwiches,,,2015-09-28
299,3140,/biz/creamline-new-york-4,55,,$$,Chelsea,,,,,"180 7th Ave
New York, NY 10011",Burgers,American (Traditional),Sandwiches,,,2017-01-18
300,4351,/biz/crepe-master-new-york-3,46,,$,East Harlem,,,,,"2029 5th Ave
New York, NY 10035",Creperies,Coffee & Tea,Juice Bars & Smoothies,,,2016-11-27
301,2364,/biz/crepe-sucre-new-york-2,35,,$,Meatpacking District,Chelsea,,,,"353 W 14th St
New York, NY 10014",Creperies,French,,,,2015-05-03
302,6131,/biz/crompton-ale-house-new-york,119,,$$,Chelsea,,,,,"159 W 26th St
New York, NY 10001",Bars,American (New),,,,2015-05-14
303,6763,/biz/cucina-bene-ii-new-york-2,11,,$$$$,East Harlem,,,,,"1505 Lexington Ave
New York, NY 10029",Pizza,,,,,2015-06-25
304,6326,/biz/cuisine-k-new-york,6,,$,TriBeCa,,,,,"242-258 Greenwich St
New York, NY 10007",Food Trucks,Korean,,,,2016-05-24
305,2749,/biz/curry-ya-new-york-2,26,,$$,Harlem,,,,,"1467 Amsterdam Ave
New York, NY 10027",Japanese,,,,,2016-04-09
306,2596,/biz/cut-by-wolfgang-puck-new-york-5,46,,$$$,TriBeCa,Civic Center,Financial District,,,"27 Barclay St
New York, NY 10007",Steakhouses,American (New),Breakfast & Brunch,,,2016-10-01
307,2704,/biz/cut-new-york-3,18,,$$$$,TriBeCa,Civic Center,Financial District,,,"99 Church St
New York, NY 10007",Steakhouses,,,,,2016-11-06
308,4643,/biz/da-raffaele-new-york,56,,$$,Midtown East,,,,,"883 First Ave
New York, NY 10022",Italian,,,,,2015-12-20
309,2450,/biz/dadam-new-york,164,,$$,Koreatown,Midtown West,,,,"11 West 32nd St
New York, NY 10001",Korean,Food Court,,,,2015-05-07
